year,race_recode,count,area_type,statefip,countyfip
2020,Hispanic Other Multiple,24632,state,wyoming,
2020,Hispanic Other Race,76600,state,alabama,
2020,Hispanic Other Race,10601,state,alaska,
2020,Hispanic Other Race,703538,state,arizona,
2020,Hispanic Other Race,96722,state,arkansas,
2020,Hispanic Other Race,6889273,state,california,
2020,Hispanic Other Race,304468,state,colorado,
2020,Hispanic Other Race,233475,state,connecticut,
2020,Hispanic Other Race,43391,state,delaware,
2020,Hispanic Other Race,26434,state,district of columbia,
2020,Hispanic Other Race,1156021,state,florida,
2020,Hispanic Other Race,311749,state,georgia,
2020,Hispanic Other Race,12692,state,hawaii,
2020,Hispanic Other Race,101019,state,idaho,
2020,Hispanic Other Race,856794,state,illinois,
2020,Hispanic Other Race,176906,state,indiana,
2020,Hispanic Other Race,61631,state,iowa,
2020,Hispanic Other Race,92925,state,kansas,
2020,Hispanic Other Race,50343,state,kentucky,
2020,Hispanic Other Race,55582,state,louisiana,
2020,Hispanic Other Race,3184,state,maine,
2020,Hispanic Other Race,327800,state,maryland,
2020,Hispanic Other Race,295738,state,massachusetts,
2020,Hispanic Other Race,150112,state,michigan,
2020,Hispanic Other Race,103813,state,minnesota,
2020,Hispanic Other Race,37209,state,mississippi,
2020,Hispanic Other Race,76517,state,missouri,
2020,Hispanic Other Race,11087,state,montana,
2020,Hispanic Other Race,76499,state,nebraska,
2020,Hispanic Other Race,370332,state,nevada,
2020,Hispanic Other Race,8080,state,new hampshire,
2020,Hispanic Other Race,716400,state,new jersey,
2020,Hispanic Other Race,295834,state,new mexico,
2020,Hispanic Other Race,1817602,state,new york,
2020,Hispanic Other Race,411077,state,north carolina,
2020,Hispanic Other Race,11064,state,north dakota,
2020,Hispanic Other Race,130373,state,ohio,
2020,Hispanic Other Race,119558,state,oklahoma,
2020,Hispanic Other Race,191245,state,oregon,
2020,Hispanic Other Race,382901,state,pennsylvania,
2020,Hispanic Other Race,70739,state,rhode island,
2020,Hispanic Other Race,123741,state,south carolina,
2020,Hispanic Other Race,8044,state,south dakota,
2020,Hispanic Other Race,123427,state,tennessee,
2020,Hispanic Other Race,2802648,state,texas,
2020,Hispanic Other Race,135614,state,utah,
2020,Hispanic Other Race,2124,state,vermont,
2020,Hispanic Other Race,262954,state,virginia,
2020,Hispanic Other Race,381025,state,washington,
2020,Hispanic Other Race,4682,state,west virginia,
2020,Hispanic Other Race,136049,state,wisconsin,
2020,Hispanic Other Race,14717,state,wyoming,
2020,Hispanic White,51662,state,alabama,
2020,Hispanic White,11203,state,alaska,
2020,Hispanic White,587964,state,arizona,
2020,Hispanic White,50817,state,arkansas,
2020,Hispanic White,2884309,state,california,
2020,Hispanic White,359325,state,colorado,
2020,Hispanic White,132432,state,connecticut,
2020,Hispanic White,19883,state,delaware,
2020,Hispanic White,12563,state,district of columbia,
2020,Hispanic White,1397575,state,florida,
2020,Hispanic White,207117,state,georgia,
2020,Hispanic White,20321,state,hawaii,
2020,Hispanic White,47371,state,idaho,
2020,Hispanic White,390796,state,illinois,
2020,Hispanic White,111905,state,indiana,
2020,Hispanic White,54191,state,iowa,
2020,Hispanic White,100975,state,kansas,
2020,Hispanic White,39129,state,kentucky,
2020,Hispanic White,59663,state,louisiana,
2020,Hispanic White,6213,state,maine,
2020,Hispanic White,98812,state,maryland,
2020,Hispanic White,171029,state,massachusetts,
2020,Hispanic White,136555,state,michigan,
2020,Hispanic White,64677,state,minnesota,
2020,Hispanic White,17407,state,mississippi,
2020,Hispanic White,56942,state,missouri,
2020,Hispanic White,15235,state,montana,
2020,Hispanic White,42586,state,nebraska,
2020,Hispanic White,158431,state,nevada,
2020,Hispanic White,12748,state,new hampshire,
2020,Hispanic White,312182,state,new jersey,
2020,Hispanic White,267175,state,new mexico,
2020,Hispanic White,503020,state,new york,
2020,Hispanic White,193983,state,north carolina,
2020,Hispanic White,7585,state,north dakota,
2020,Hispanic White,115889,state,ohio,
2020,Hispanic White,152519,state,oklahoma,
2020,Hispanic White,131957,state,oregon,
2020,Hispanic White,205206,state,pennsylvania,
2020,Hispanic White,31701,state,rhode island,
2020,Hispanic White,48660,state,south carolina,
2020,Hispanic White,9927,state,south dakota,
2020,Hispanic White,84143,state,tennessee,
2020,Hispanic White,3306370,state,texas,
2020,Hispanic White,127860,state,utah,
2020,Hispanic White,3192,state,vermont,
2020,Hispanic White,168431,state,virginia,
2020,Hispanic White,221284,state,washington,
2020,Hispanic White,9535,state,west virginia,
2020,Hispanic White,90803,state,wisconsin,
2020,Hispanic White,19537,state,wyoming,
2020,Non-Hispanic AIAN,21188,state,alabama,
2020,Non-Hispanic AIAN,95429,state,alaska,
2020,Non-Hispanic AIAN,254361,state,arizona,
2020,Non-Hispanic AIAN,14990,state,arkansas,
2020,Non-Hispanic AIAN,161316,state,california,
2020,Non-Hispanic AIAN,22359,state,colorado,
2020,Non-Hispanic AIAN,2852,state,connecticut,
2020,Non-Hispanic AIAN,5468,state,delaware,
2020,Non-Hispanic AIAN,292,state,district of columbia,
2020,Non-Hispanic AIAN,26846,state,florida,
2020,Non-Hispanic AIAN,15118,state,georgia,
2020,Non-Hispanic AIAN,2005,state,hawaii,
2020,Non-Hispanic AIAN,16200,state,idaho,
2020,Non-Hispanic AIAN,12976,state,illinois,
2020,Non-Hispanic AIAN,9230,state,indiana,
2020,Non-Hispanic AIAN,6802,state,iowa,
2020,Non-Hispanic AIAN,17091,state,kansas,
2020,Non-Hispanic AIAN,5345,state,kentucky,
2020,Non-Hispanic AIAN,21706,state,louisiana,
2020,Non-Hispanic AIAN,6640,state,maine,
2020,Non-Hispanic AIAN,6117,state,maryland,
2020,Non-Hispanic AIAN,5220,state,massachusetts,
2020,Non-Hispanic AIAN,39788,state,michigan,
2020,Non-Hispanic AIAN,49782,state,minnesota,
2020,Non-Hispanic AIAN,15352,state,mississippi,
2020,Non-Hispanic AIAN,13981,state,missouri,
2020,Non-Hispanic AIAN,61018,state,montana,
2020,Non-Hispanic AIAN,13073,state,nebraska,
2020,Non-Hispanic AIAN,32193,state,nevada,
2020,Non-Hispanic AIAN,463,state,new hampshire,
2020,Non-Hispanic AIAN,6531,state,new jersey,
2020,Non-Hispanic AIAN,172783,state,new mexico,
2020,Non-Hispanic AIAN,40353,state,new york,
2020,Non-Hispanic AIAN,99696,state,north carolina,
2020,Non-Hispanic AIAN,30197,state,north dakota,
2020,Non-Hispanic AIAN,13523,state,ohio,
2020,Non-Hispanic AIAN,287572,state,oklahoma,
2020,Non-Hispanic AIAN,32080,state,oregon,
2020,Non-Hispanic AIAN,11750,state,pennsylvania,
2020,Non-Hispanic AIAN,1742,state,rhode island,
2020,Non-Hispanic AIAN,21115,state,south carolina,
2020,Non-Hispanic AIAN,79147,state,south dakota,
2020,Non-Hispanic AIAN,18586,state,tennessee,
2020,Non-Hispanic AIAN,66010,state,texas,
2020,Non-Hispanic AIAN,28807,state,utah,
2020,Non-Hispanic AIAN,1398,state,vermont,
2020,Non-Hispanic AIAN,16620,state,virginia,
2020,Non-Hispanic AIAN,83811,state,washington,
2020,Non-Hispanic AIAN,1797,state,west virginia,
2020,Non-Hispanic AIAN,37794,state,wisconsin,
2020,Non-Hispanic AIAN,12894,state,wyoming,
2020,Non-Hispanic Black,1246510,state,alabama,
2020,Non-Hispanic Black,21524,state,alaska,
2020,Non-Hispanic Black,323772,state,arizona,
2020,Non-Hispanic Black,432976,state,arkansas,
2020,Non-Hispanic Black,2102197,state,california,
2020,Non-Hispanic Black,219372,state,colorado,
2020,Non-Hispanic Black,348713,state,connecticut,
2020,Non-Hispanic Black,206088,state,delaware,
2020,Non-Hispanic Black,300328,state,district of columbia,
2020,Non-Hispanic Black,3190655,state,florida,
2020,Non-Hispanic Black,3265648,state,georgia,
2020,Non-Hispanic Black,22097,state,hawaii,
2020,Non-Hispanic Black,10164,state,idaho,
2020,Non-Hispanic Black,1677898,state,illinois,
2020,Non-Hispanic Black,606494,state,indiana,
2020,Non-Hispanic Black,124652,state,iowa,
2020,Non-Hispanic Black,152406,state,kansas,
2020,Non-Hispanic Black,310436,state,kentucky,
2020,Non-Hispanic Black,1456151,state,louisiana,
2020,Non-Hispanic Black,19368,state,maine,
2020,Non-Hispanic Black,1733007,state,maryland,
2020,Non-Hispanic Black,443058,state,massachusetts,
2020,Non-Hispanic Black,1330217,state,michigan,
2020,Non-Hispanic Black,371453,state,minnesota,
2020,Non-Hispanic Black,1049251,state,mississippi,
2020,Non-Hispanic Black,670195,state,missouri,
2020,Non-Hispanic Black,2924,state,montana,
2020,Non-Hispanic Black,87027,state,nebraska,
2020,Non-Hispanic Black,282983,state,nevada,
2020,Non-Hispanic Black,22211,state,new hampshire,
2020,Non-Hispanic Black,1092402,state,new jersey,
2020,Non-Hispanic Black,34882,state,new mexico,
2020,Non-Hispanic Black,2604118,state,new york,
2020,Non-Hispanic Black,2153428,state,north carolina,
2020,Non-Hispanic Black,25365,state,north dakota,
2020,Non-Hispanic Black,1342092,state,ohio,
2020,Non-Hispanic Black,279175,state,oklahoma,
2020,Non-Hispanic Black,71325,state,oregon,
2020,Non-Hispanic Black,1306277,state,pennsylvania,
2020,Non-Hispanic Black,60692,state,rhode island,
2020,Non-Hispanic Black,1296024,state,south carolina,
2020,Non-Hispanic Black,18510,state,south dakota,
2020,Non-Hispanic Black,1044697,state,tennessee,
2020,Non-Hispanic Black,3293534,state,texas,
2020,Non-Hispanic Black,41114,state,utah,
2020,Non-Hispanic Black,10119,state,vermont,
2020,Non-Hispanic Black,1574787,state,virginia,
2020,Non-Hispanic Black,292464,state,washington,
2020,Non-Hispanic Black,46592,state,west virginia,
2020,Non-Hispanic Black,357088,state,wisconsin,
2020,Non-Hispanic Black,3482,state,wyoming,
2020,Non-Hispanic Chinese,12665,state,alabama,
2020,Non-Hispanic Chinese,3572,state,alaska,
2020,Non-Hispanic Chinese,48887,state,arizona,
2020,Non-Hispanic Chinese,2995,state,arkansas,
2020,Non-Hispanic Chinese,1641148,state,california,
2020,Non-Hispanic Chinese,40517,state,colorado,
2020,Non-Hispanic Chinese,32963,state,connecticut,
2020,Non-Hispanic Chinese,9004,state,delaware,
2020,Non-Hispanic Chinese,8501,state,district of columbia,
2020,Non-Hispanic Chinese,111545,state,florida,
2020,Non-Hispanic Chinese,68216,state,georgia,
2020,Non-Hispanic Chinese,57706,state,hawaii,
2020,Non-Hispanic Chinese,4956,state,idaho,
2020,Non-Hispanic Chinese,130375,state,illinois,
2020,Non-Hispanic Chinese,25627,state,indiana,
2020,Non-Hispanic Chinese,12845,state,iowa,
2020,Non-Hispanic Chinese,11896,state,kansas,
2020,Non-Hispanic Chinese,13735,state,kentucky,
2020,Non-Hispanic Chinese,13044,state,louisiana,
2020,Non-Hispanic Chinese,6206,state,maine,
2020,Non-Hispanic Chinese,88884,state,maryland,
2020,Non-Hispanic Chinese,187190,state,massachusetts,
2020,Non-Hispanic Chinese,53598,state,michigan,
2020,Non-Hispanic Chinese,33299,state,minnesota,
2020,Non-Hispanic Chinese,4132,state,mississippi,
2020,Non-Hispanic Chinese,28017,state,missouri,
2020,Non-Hispanic Chinese,644,state,montana,
2020,Non-Hispanic Chinese,5927,state,nebraska,
2020,Non-Hispanic Chinese,41217,state,nevada,
2020,Non-Hispanic Chinese,6025,state,new hampshire,
2020,Non-Hispanic Chinese,153150,state,new jersey,
2020,Non-Hispanic Chinese,6033,state,new mexico,
2020,Non-Hispanic Chinese,716818,state,new york,
2020,Non-Hispanic Chinese,48748,state,north carolina,
2020,Non-Hispanic Chinese,1074,state,north dakota,
2020,Non-Hispanic Chinese,66357,state,ohio,
2020,Non-Hispanic Chinese,13624,state,oklahoma,
2020,Non-Hispanic Chinese,45796,state,oregon,
2020,Non-Hispanic Chinese,120427,state,pennsylvania,
2020,Non-Hispanic Chinese,7967,state,rhode island,
2020,Non-Hispanic Chinese,12958,state,south carolina,
2020,Non-Hispanic Chinese,855,state,south dakota,
2020,Non-Hispanic Chinese,22684,state,tennessee,
2020,Non-Hispanic Chinese,259632,state,texas,
2020,Non-Hispanic Chinese,12250,state,utah,
2020,Non-Hispanic Chinese,2930,state,vermont,
2020,Non-Hispanic Chinese,77562,state,virginia,
2020,Non-Hispanic Chinese,173089,state,washington,
2020,Non-Hispanic Chinese,2831,state,west virginia,
2020,Non-Hispanic Chinese,24904,state,wisconsin,
2020,Non-Hispanic Chinese,716,state,wyoming,
2020,Non-Hispanic Japanese,2549,state,alabama,
2020,Non-Hispanic Japanese,999,state,alaska,
2020,Non-Hispanic Japanese,12044,state,arizona,
2020,Non-Hispanic Japanese,872,state,arkansas,
2020,Non-Hispanic Japanese,238556,state,california,
2020,Non-Hispanic Japanese,10033,state,colorado,
2020,Non-Hispanic Japanese,5971,state,connecticut,
2020,Non-Hispanic Japanese,1377,state,delaware,
2020,Non-Hispanic Japanese,1046,state,district of columbia,
2020,Non-Hispanic Japanese,11427,state,florida,
2020,Non-Hispanic Japanese,10685,state,georgia,
2020,Non-Hispanic Japanese,179347,state,hawaii,
2020,Non-Hispanic Japanese,2954,state,idaho,
2020,Non-Hispanic Japanese,14354,state,illinois,
2020,Non-Hispanic Japanese,5068,state,indiana,
2020,Non-Hispanic Japanese,1108,state,iowa,
2020,Non-Hispanic Japanese,1938,state,kansas,
2020,Non-Hispanic Japanese,2875,state,kentucky,
2020,Non-Hispanic Japanese,1113,state,louisiana,
2020,Non-Hispanic Japanese,584,state,maine,
2020,Non-Hispanic Japanese,8023,state,maryland,
2020,Non-Hispanic Japanese,7725,state,massachusetts,
2020,Non-Hispanic Japanese,14724,state,michigan,
2020,Non-Hispanic Japanese,4088,state,minnesota,
2020,Non-Hispanic Japanese,784,state,mississippi,
2020,Non-Hispanic Japanese,4671,state,missouri,
2020,Non-Hispanic Japanese,258,state,montana,
2020,Non-Hispanic Japanese,1835,state,nebraska,
2020,Non-Hispanic Japanese,12825,state,nevada,
2020,Non-Hispanic Japanese,584,state,new hampshire,
2020,Non-Hispanic Japanese,13331,state,new jersey,
2020,Non-Hispanic Japanese,609,state,new mexico,
2020,Non-Hispanic Japanese,37388,state,new york,
2020,Non-Hispanic Japanese,8816,state,north carolina,
2020,Non-Hispanic Japanese,226,state,north dakota,
2020,Non-Hispanic Japanese,8927,state,ohio,
2020,Non-Hispanic Japanese,2050,state,oklahoma,
2020,Non-Hispanic Japanese,15815,state,oregon,
2020,Non-Hispanic Japanese,6013,state,pennsylvania,
2020,Non-Hispanic Japanese,1505,state,rhode island,
2020,Non-Hispanic Japanese,2280,state,south carolina,
2020,Non-Hispanic Japanese,599,state,south dakota,
2020,Non-Hispanic Japanese,4314,state,tennessee,
2020,Non-Hispanic Japanese,25211,state,texas,
2020,Non-Hispanic Japanese,4548,state,utah,
2020,Non-Hispanic Japanese,495,state,vermont,
2020,Non-Hispanic Japanese,9672,state,virginia,
2020,Non-Hispanic Japanese,36982,state,washington,
2020,Non-Hispanic Japanese,1462,state,west virginia,
2020,Non-Hispanic Japanese,2372,state,wisconsin,
2020,Non-Hispanic Japanese,258,state,wyoming,
2020,Non-Hispanic Multiple,194291,state,alabama,
2020,Non-Hispanic Multiple,91304,state,alaska,
2020,Non-Hispanic Multiple,266921,state,arizona,
2020,Non-Hispanic Multiple,183307,state,arkansas,
2020,Non-Hispanic Multiple,1581269,state,california,
2020,Non-Hispanic Multiple,247687,state,colorado,
2020,Non-Hispanic Multiple,128125,state,connecticut,
2020,Non-Hispanic Multiple,42616,state,delaware,
2020,Non-Hispanic Multiple,32477,state,district of columbia,
2020,Non-Hispanic Multiple,769201,state,florida,
2020,Non-Hispanic Multiple,474883,state,georgia,
2020,Non-Hispanic Multiple,301533,state,hawaii,
2020,Non-Hispanic Multiple,78447,state,idaho,
2020,Non-Hispanic Multiple,443439,state,illinois,
2020,Non-Hispanic Multiple,264296,state,indiana,
2020,Non-Hispanic Multiple,102452,state,iowa,
2020,Non-Hispanic Multiple,126343,state,kansas,
2020,Non-Hispanic Multiple,184375,state,kentucky,
2020,Non-Hispanic Multiple,163789,state,louisiana,
2020,Non-Hispanic Multiple,48281,state,maine,
2020,Non-Hispanic Multiple,270429,state,maryland,
2020,Non-Hispanic Multiple,281614,state,massachusetts,
2020,Non-Hispanic Multiple,422536,state,michigan,
2020,Non-Hispanic Multiple,258910,state,minnesota,
2020,Non-Hispanic Multiple,100290,state,mississippi,
2020,Non-Hispanic Multiple,328283,state,missouri,
2020,Non-Hispanic Multiple,52927,state,montana,
2020,Non-Hispanic Multiple,70185,state,nebraska,
2020,Non-Hispanic Multiple,179388,state,nevada,
2020,Non-Hispanic Multiple,47975,state,new hampshire,
2020,Non-Hispanic Multiple,284817,state,new jersey,
2020,Non-Hispanic Multiple,60215,state,new mexico,
2020,Non-Hispanic Multiple,712887,state,new york,
2020,Non-Hispanic Multiple,428555,state,north carolina,
2020,Non-Hispanic Multiple,35592,state,north dakota,
2020,Non-Hispanic Multiple,523796,state,ohio,
2020,Non-Hispanic Multiple,334937,state,oklahoma,
2020,Non-Hispanic Multiple,244161,state,oregon,
2020,Non-Hispanic Multiple,455978,state,pennsylvania,
2020,Non-Hispanic Multiple,41483,state,rhode island,
2020,Non-Hispanic Multiple,206894,state,south carolina,
2020,Non-Hispanic Multiple,44578,state,south dakota,
2020,Non-Hispanic Multiple,302150,state,tennessee,
2020,Non-Hispanic Multiple,955856,state,texas,
2020,Non-Hispanic Multiple,109942,state,utah,
2020,Non-Hispanic Multiple,22510,state,vermont,
2020,Non-Hispanic Multiple,401409,state,virginia,
2020,Non-Hispanic Multiple,485017,state,washington,
2020,Non-Hispanic Multiple,75880,state,west virginia,
2020,Non-Hispanic Multiple,192121,state,wisconsin,
2020,Non-Hispanic Multiple,19508,state,wyoming,
2020,Non-Hispanic OAPI,51065,state,alabama,
2020,Non-Hispanic OAPI,41314,state,alaska,
2020,Non-Hispanic OAPI,194942,state,arizona,
2020,Non-Hispanic OAPI,48743,state,arkansas,
2020,Non-Hispanic OAPI,4087371,state,california,
2020,Non-Hispanic OAPI,150818,state,colorado,
2020,Non-Hispanic OAPI,120721,state,connecticut,
2020,Non-Hispanic OAPI,28222,state,delaware,
2020,Non-Hispanic OAPI,21980,state,district of columbia,
2020,Non-Hispanic OAPI,470701,state,florida,
2020,Non-Hispanic OAPI,387664,state,georgia,
2020,Non-Hispanic OAPI,397647,state,hawaii,
2020,Non-Hispanic OAPI,17741,state,idaho,
2020,Non-Hispanic OAPI,548220,state,illinois,
2020,Non-Hispanic OAPI,124015,state,indiana,
2020,Non-Hispanic OAPI,69189,state,iowa,
2020,Non-Hispanic OAPI,72993,state,kansas,
2020,Non-Hispanic OAPI,48906,state,kentucky,
